,제품번호,물품명,물품대대분류,물품대분류,물품중분류,상품중량
1919,100021920V2_1439,장조림용,신선식품,돼지,보리살림돼지,600g/우리보리살림돼지
1920,100021921V2_1439,장조림용,신선식품,소,유기한우(냉장),유기/250g
1921,100021922V2_1440,재래닭유정란,신선식품,알,재래닭유정란,10알
1922,100021923V2_1441,재래종마늘/한지형/무,신선식품,양념채소,마늘/재래종,대:500g
1923,100021924V2_1441,재래종마늘/한지형/무,신선식품,양념채소,마늘/재래종,소:500g
1924,100021925V2_1442,재래종마늘/한지형/유,신선식품,양념채소,마늘/재래종,대:1kg
1925,100021926V2_1442,재래종마늘/한지형/유,신선식품,양념채소,마늘/재래종,대:500g
1926,100021927V2_1442,재래종마늘/한지형/유,신선식품,양념채소,마늘/재래종,소:500g
1927,100021928V2_1443,재래종중파,신선식품,양념채소,재래종중파,500g
1928,100021929V2_1443,재래종중파,신선식품,양념채소,재래종중파,500g/우리씨앗살림농장
1929,100021930V2_1444,저그,비식품,식기/편백,자기,1~2인용
1930,100021931V2_1444,저그,비식품,식기/편백,자기,3~4인용
1931,100021932V2_1445,저온숙성채소빵,신선식품,빵,"식빵, 식사대용",170g/
1932,100021933V2_1446,저지방우유,신선식품,유제품,우유/산양유,900ml
1933,100021934V2_1447,적미/유,가공식품,유색미/발아미,유색미,1kg
1934,100021935V2_1448,적양배추,신선식품,잎/줄기채소,적양배추,1통:400~600g
1935,100021936V2_1448,적양배추,신선식품,잎/줄기채소,적양배추,1통:600g이상
1936,100021937V2_1449,전골냄비,비식품,식기/편백,옹기,
1937,100021938V2_1450,전골냄비/20㎝,비식품,식기/편백,스테인리스,
1938,100021939V2_1451,전골냄비/24㎝,비식품,식기/편백,스테인리스,
1939,100021940V2_1452,전복죽,가공식품,식사대용,죽,220g
1940,100021941V2_1453,절단무,신선식품,뿌리채소,월동무,1kg 이상
1941,100021942V2_1453,절단무,신선식품,뿌리채소,월동무,600g~1kg
1942,100021943V2_1454,절편,신선식품,떡,즉석떡,170g
1943,100021944V2_1455,젓가락세트,비식품,식기/편백,옻칠,색칠/4개
1944,100021945V2_1456,정제죽초액,비식품,생활용품,숯/원예,500㎖
1945,100021946V2_1457,젖병세정제,비식품,세제/세안,주방용비누,480㎖
1946,100021947V2_1458,제비추리-성남용인,신선식품,중량(정육),한우(중량),
1947,100021948V2_1459,제수용병어,신선식품,냉동수산,냉동생선,300g
1948,100021949V2_1459,제수용병어,신선식품,냉동수산,냉동생선,350g
1949,100021950V2_1459,제수용병어,신선식품,냉동수산,냉동생선,450g
1950,100021951V2_1459,제수용병어,신선식품,냉동수산,냉동생선,500g
1951,100021952V2_1460,제수용참조기,신선식품,냉동수산,냉동생선,150g
1952,100021953V2_1460,제수용참조기,신선식품,냉동수산,냉동생선,175g
1953,100021954V2_1461,제주백조기 모듬어묵,신선식품,어묵/묵,어묵,210g
1954,100021955V2_1462,제주백조기 어묵,신선식품,어묵/묵,어묵,120g
1955,100021956V2_1463,제주백조기 찐어묵,신선식품,어묵/묵,어묵,120g
1956,100021957V2_1464,제주순메밀국수,가공식품,밀가공,국수,500g
1957,100021958V2_1465,제주자반,신선식품,냉동수산,냉동생선,2마리/600g
1958,100021959V2_1466,제주전통어간장,가공식품,장,간장,420ml
1959,100021960V2_1466,제주전통어간장,가공식품,장,간장,500ml
1960,100021961V2_1467,조랭이떡,신선식품,떡,가래떡,유기/500g
1961,100021962V2_1467,조랭이떡,신선식품,떡,가래떡,유기/800g
1962,100021963V2_1468,조미유부,신선식품,두부/유부,유부,145g:14매
1963,100021964V2_1469,조선간장,가공식품,장,간장,900ml
1964,100021965V2_1470,조선된장,가공식품,장,된장,900g
1965,100021966V2_1471,조선오이,신선식품,열매채소,조선오이,3개
1966,100021967V2_1472,종이가방,비식품,생활용품,상자,대/320*390*115
1967,100021968V2_1472,종이가방,비식품,생활용품,상자,선물용/대
1968,100021969V2_1472,종이가방,비식품,생활용품,상자,선물용/소
1969,100021970V2_1472,종이가방,비식품,생활용품,상자,선물용/중
1970,100021971V2_1472,종이가방,비식품,생활용품,상자,중/230*350*120
1971,100021972V2_1473,주꾸미,신선식품,냉동수산,기타냉동수산,500g
1972,100021973V2_1474,주머니속홍삼정,가공식품,홍삼/녹용,홍삼,10ml*10봉
1973,100021974V2_1474,주머니속홍삼정,가공식품,홍삼/녹용,홍삼,10ml*10봉*3박스
1974,100021975V2_1475,주먹밥채소,신선식품,밑반찬,김가공,36g
1975,100021976V2_1476,주먹밥채소&해물,신선식품,밑반찬,김가공,36g
1976,100021977V2_1477,주먹밥해물,신선식품,밑반찬,김가공,36g
1977,100021978V2_1478,주방수건,비식품,생활용품,주방소품,소
1978,100021979V2_1479,주방용살균수,비식품,세제/세안,살균/세정/탈취,400㎖
1979,100021980V2_1479,주방용살균수,비식품,세제/세안,살균/세정/탈취,보충용
1980,100021981V2_1479,주방용살균수,비식품,세제/세안,살균/세정/탈취,보충용:400㎖
1981,100021982V2_1479,주방용살균수,비식품,세제/세안,살균/세정/탈취,용기
1982,100021983V2_1480,죽염,가공식품,소금,가공소금,500g
1983,100021984V2_1481,중파,신선식품,양념채소,중파,300g
1984,100021985V2_1481,중파,신선식품,양념채소,중파,500g
1985,100021986V2_1481,중파,신선식품,양념채소,중파,700g
1986,100021987V2_1482,중하새우,가공식품,건어물,기타건어류,150g
1987,100021988V2_1483,쥐눈이콩,가공식품,콩/화본/깨,콩,국산/500g
1988,100021989V2_1484,쥐눈이콩 분말청국장,가공식품,장,장류/기타,270g
1989,100021990V2_1485,쥐눈이콩 환청국장,가공식품,장,장류/기타,270g
1990,100021991V2_1486,쥐눈이콩/무,가공식품,콩/화본/깨,콩,500g
1991,100021992V2_1487,쥐눈이콩/유,가공식품,콩/화본/깨,콩,500g
1992,100021993V2_1488,쥬키니호박,신선식품,열매채소,애호박,1개
1993,100021994V2_1489,쥬키니호박말림,가공식품,말린나물/건재,애호박말림,100g
1994,100021995V2_1490,즙용브로컬리잎,신선식품,잎/줄기채소,즙용브로컬리,500g
1995,100021996V2_1491,즙용신선초,신선식품,잎/줄기채소,신선초,500g
1996,100021997V2_1492,즙용케일,신선식품,잎/줄기채소,케일,500g
1997,100021998V2_1493,증편,신선식품,떡,즉석떡,120g
1998,100021999V2_1494,진간장,가공식품,장,간장,900ml-원액간장
1999,100022000V2_1495,진달래,비식품,생활용품,숯/원예,해충방제
2000,100022001V2_1496,진지향/무,신선식품,과일,귤만감,2kg
2001,100022002V2_1497,진지향/유,신선식품,과일,귤만감,2kg
2002,100022003V2_1498,진팝콘,가공식품,과자,스낵,50g
2003,100022004V2_1499,짜먹는배도라지청,가공식품,건강일반,추출/농축액,10g*15봉
2004,100022005V2_1500,짜먹는배도라지청모음,가공식품,건강일반,추출/농축액,10g*15봉*2박스
2005,100022006V2_1501,짜지않은볶음멸치,가공식품,건어물,멸치류,120g
2006,100022007V2_1502,짜지않은잔멸치,가공식품,건어물,멸치류,120g
2007,100022008V2_1503,쪽파,신선식품,양념채소,쪽파,500g
2008,100022009V2_1503,쪽파,신선식품,양념채소,쪽파,700g
2009,100022010V2_1504,쫄면,가공식품,밀가공,간편조리면,490g/2인분
2010,100022011V2_1505,쫄면사리,가공식품,밀가공,생숙면,175gx3개
2011,100022012V2_1506,찌개용두부,신선식품,두부/유부,두부,420g
2012,100022013V2_1506,찌개용두부,신선식품,두부/유부,두부,420g-쿠폰북행사
2013,100022014V2_1507,찌개용앞다리/조각,신선식품,돼지,보리살림돼지,300g/우리보리살림돼지
2014,100022015V2_1508,찜갈비,신선식품,돼지,보리살림돼지,1kg/우리보리살림돼지
2015,100022016V2_1509,찜갈비-성남용인,신선식품,중량(정육),돼지(중량),
2016,100022017V2_1510,찜틀/28㎝,비식품,식기/편백,스테인리스,
2017,100022018V2_1511,차돌박이-성남용인,신선식품,중량(정육),한우(중량),
2018,100022019V2_1512,차례상산자,가공식품,과자,한과/유과,150g/3개
2019,100022020V2_1513,차례상약과,가공식품,과자,한과/유과,350g/10개
2020,100022021V2_1514,차조/국산,가공식품,콩/화본/깨,화본,150g
2021,100022022V2_1515,차조/무,가공식품,콩/화본/깨,화본,500g
2022,100022023V2_1516,차조/유,가공식품,콩/화본/깨,화본,500g
2023,100022024V2_1517,찰보리,가공식품,보리/혼합곡,보리,국산/1kg
2024,100022025V2_1518,찰보리/무,가공식품,보리/혼합곡,보리,1kg
2025,100022026V2_1519,찰보리/유,가공식품,보리/혼합곡,보리,1kg
2026,100022027V2_1520,찰보리호떡,신선식품,빵,"찐빵,호떡,전통",190g/4개/
2027,100022028V2_1521,찰옥수수,신선식품,열매채소,찰옥수수,10개
2028,100022029V2_1521,찰옥수수,신선식품,열매채소,찰옥수수,5개
2029,100022030V2_1521,찰옥수수,신선식품,열매채소,찰옥수수,토종:5개
2030,100022031V2_1522,찰옥수수쌀/유,가공식품,콩/화본/깨,콩,500g
2031,100022032V2_1523,찰옥수수퐁,가공식품,과자,스낵,100g
2032,100022033V2_1524,참.들기름/볶은참깨모음,가공식품,기름/식초,기름,
2033,100022034V2_1525,참가죽무침,가공식품,절임/장아찌,장아찌,240g
2034,100022035V2_1526,참기름,가공식품,기름/식초,기름,160ml
2035,100022036V2_1526,참기름,가공식품,기름/식초,기름,330ml
2036,100022037V2_1527,참기름.들기름모음,가공식품,기름/식초,기름,각1병
2037,100022038V2_1528,참기름모음,가공식품,기름/식초,기름,330ml*2병
2038,100022039V2_1529,참김,신선식품,해조,김,50장
2039,100022040V2_1530,참깨/국산,가공식품,콩/화본/깨,깨,300g
2040,100022041V2_1531,참깨/무,가공식품,콩/화본/깨,깨,300g
2041,100022042V2_1532,참깨/유,가공식품,콩/화본/깨,깨,300g
2042,100022043V2_1533,참깨샐러드소스,가공식품,소스/기타양념,소스,220ml
2043,100022044V2_1534,참다래,신선식품,과일,참다래,골드:2kg
2044,100022045V2_1534,참다래,신선식품,과일,참다래,골드:800g
2045,100022046V2_1534,참다래,신선식품,과일,참다래,그린:2kg
2046,100022047V2_1534,참다래,신선식품,과일,참다래,그린:800g
2047,100022048V2_1534,참다래,신선식품,과일,참다래,레드:800g
2048,100022049V2_1535,참다래잼,가공식품,잼/병조림/기타,잼,280g
2049,100022050V2_1536,참돔,신선식품,냉동수산,냉동생선,대/700g이상
2050,100022051V2_1536,참돔,신선식품,냉동수산,냉동생선,중/500g이상
2051,100022052V2_1537,참맛가루/혼합조미료,가공식품,수산가공,수산분말,100g
2052,100022053V2_1538,참맛핫도그,가공식품,밀가공,피자/핫도그,200g
2053,100022054V2_1539,참새우젓,가공식품,수산가공,젓갈/액젓,500g
2054,100022055V2_1540,참소라,신선식품,생물수산,패류/갑각류,1.5kg
2055,100022056V2_1541,참숯,비식품,생활용품,숯/원예,2kg
2056,100022057V2_1541,참숯,비식품,생활용품,숯/원예,500g
2057,100022058V2_1542,참외,신선식품,과일채소,참외,1kg
2058,100022059V2_1542,참외,신선식품,과일채소,참외,2kg
2059,100022060V2_1542,참외,신선식품,과일채소,참외,4kg
2060,100022061V2_1543,참외/소,신선식품,과일채소,참외,1.2kg
2061,100022062V2_1544,참조기,신선식품,냉동수산,냉동생선,3마리/450g
2062,100022063V2_1544,참조기,신선식품,냉동수산,냉동생선,대/3마리/330g
2063,100022064V2_1544,참조기,신선식품,냉동수산,냉동생선,소/5마리/300g
2064,100022065V2_1544,참조기,신선식품,냉동수산,냉동생선,중/3마리/240g
2065,100022066V2_1544,참조기,신선식품,냉동수산,냉동생선,중/5마리/450g
2066,100022067V2_1545,찹쌀가루,가공식품,가루,곡식가루,500g
2067,100022068V2_1546,찹쌀누룽지,가공식품,과자,스낵,300g
2068,100022069V2_1547,찹쌀떡가루,가공식품,가루,프리믹스,540g
2069,100022070V2_1548,찹쌀막걸리,가공식품,전통주,탁주,750ml
2070,100022071V2_1549,찹쌀모나카선물모음,가공식품,과자,스낵,360g/12개입
2071,100022072V2_1550,찹쌀백미/유,가공식품,찹쌀,찹쌀,1kg
2072,100022073V2_1550,찹쌀백미/유,가공식품,찹쌀,찹쌀,2kg
2073,100022074V2_1550,찹쌀백미/유,가공식품,찹쌀,찹쌀,4kg
2074,100022075V2_1551,찹쌀유과,가공식품,과자,한과/유과,120g
2075,100022076V2_1552,찹쌀탕수육,가공식품,육가공,돈가스/분쇄가공,"탕수육300g,소스200g"
2076,100022077V2_1553,찹쌀현미/유,가공식품,찹쌀,찹쌀,2kg
2077,100022078V2_1553,찹쌀현미/유,가공식품,찹쌀,찹쌀,4kg
2078,100022079V2_1554,찹쌀현미엿강정,가공식품,과자,한과/유과,80g
2079,100022080V2_1555,찹쌀호떡가루,가공식품,가루,프리믹스,540g
2080,100022081V2_1556,창난젓,가공식품,수산가공,젓갈/액젓,250g
2081,100022082V2_1557,창포샴푸비누,비식품,세제/세안,헤어,1장
2082,100022083V2_1557,창포샴푸비누,비식품,세제/세안,헤어,기획/135g
2083,100022084V2_1558,채끝로스-성남용인,신선식품,중량(정육),한우(중량),
2084,100022085V2_1559,채도라지,신선식품,뿌리채소,도라지/손질,150g
2085,100022086V2_1560,채소교자만두,가공식품,밀가공,만두,500g
2086,100022087V2_1561,채소꾸러미,신선식품,잎/줄기채소,기타,
2087,100022088V2_1562,채소볶음밥,가공식품,식사대용,식사대용/기타,300g
2088,100022089V2_1563,채소쌀과자,가공식품,과자,스낵,32g
2089,100022090V2_1564,채소액,가공식품,건강일반,추출/농축액,유기/150ml*30봉
2090,100022091V2_1565,채소카스텔라,신선식품,빵,단과자빵,110g
2091,100022092V2_1566,채소품은빵,신선식품,빵,조리빵,85g/
2092,100022093V2_1567,채소품은쌀과자,가공식품,과자,스낵,40g
2093,100022094V2_1568,채식카레,가공식품,가루,양념가루,100g
2094,100022095V2_1569,채심,신선식품,잎/줄기채소,채심,300g
2095,100022096V2_1570,채썬갑오징어,신선식품,냉동수산,기타냉동수산,200g
2096,100022097V2_1571,채썬오징어,신선식품,냉동수산,기타냉동수산,400g
2097,100022098V2_1572,천사맘아기용세제_성남용인,비식품,세제/세안,세탁비누,
2098,100022099V2_1573,천연수세미,비식품,생활용품,주방소품,
2099,100022100V2_1574,천연양념모음,가공식품,수산가공,수산분말,
2100,100022101V2_1575,천향 꿀과황비누 2종모음,비식품,세제/세안,세안비누,
2101,100022102V2_1576,천향 수제비누 3종모음,비식품,세제/세안,세안비누,
2102,100022103V2_1577,천향 수제비누 4종모음,비식품,세제/세안,세안비누,
2103,100022104V2_1578,천혜향/무,신선식품,과일,귤만감,2kg
2104,100022105V2_1579,천혜향/유,신선식품,과일,귤만감,2kg
2105,100022106V2_1580,"천혜향/유,무",신선식품,과일,귤만감,소:2kg
2106,100022107V2_1581,첫물차,가공식품,차,잎꽃차,30g
2107,100022108V2_1582,청갓,신선식품,김장채소,청갓,김장/1kg
2108,100022109V2_1583,청견/유,신선식품,과일,귤만감,2kg
2109,100022110V2_1584,청경채,신선식품,잎/줄기채소,청경채,200g
2110,100022111V2_1584,청경채,신선식품,잎/줄기채소,청경채,200g/채소꾸러미용
2111,100022112V2_1585,청국장,가공식품,장,장류/기타,150g
2112,100022113V2_1586,청매실,신선식품,과일,청매실,유/5kg/장아찌용
2113,100022114V2_1586,청매실,신선식품,과일,청매실,유/5kg/장아찌용/일반
2114,100022115V2_1586,청매실,신선식품,과일,청매실,유/5kg/효소용
2115,100022116V2_1586,청매실,신선식품,과일,청매실,유/5kg/효소용/일반
2116,100022117V2_1587,청매실2,신선식품,과일,청매실,5kg/유
2117,100022118V2_1588,청명차,가공식품,건강일반,추출/농축액,70ml*30봉
2118,100022119V2_1589,청양고추,신선식품,열매채소,청양고추,100g
2119,100022120V2_1589,청양고추,신선식품,열매채소,청양고추,200g
2120,100022121V2_1590,청어과메기,신선식품,냉동수산,기타냉동수산,냉동/10마리/20쪽
2121,100022122V2_1591,청포도/무,신선식품,과일,포도(혼합포도),1.5kg
2122,100022123V2_1592,청포도/유,신선식품,과일,포도(혼합포도),1.5kg
2123,100022124V2_1593,청포묵,신선식품,어묵/묵,묵,420g
2124,100022125V2_1594,체다치즈,신선식품,유제품,치즈/기타,100g
2125,100022126V2_1595,초고추장,가공식품,소스/기타양념,기타양념,300g
2126,100022127V2_1596,초석잠,신선식품,뿌리채소,초석잠,300g
2127,100022128V2_1597,초절임고추,가공식품,절임/장아찌,절임,0.9kg
2128,100022129V2_1598,총각김치,신선식품,김치,무,1kg
2129,100022130V2_1599,취나물말림,가공식품,말린나물/건재,참취나물말림,60g
2130,100022131V2_1600,취청오이,신선식품,열매채소,취청오이,3개
2131,100022132V2_1601,치마살로스-성남용인,신선식품,중량(정육),한우(중량),
2132,100022133V2_1602,치약/칫솔 선물모음,비식품,생활용품,치약/칫솔,
2133,100022134V2_1603,치즈돈가스,가공식품,육가공,돈가스/분쇄가공,300g
2134,100022135V2_1604,치커리,신선식품,잎/줄기채소,치커리,100g
2135,100022136V2_1605,친환경 볏짚탄,비식품,생활용품,기타생활용품,
2136,100022137V2_1606,칠분도미/유,가공식품,멥쌀,멥쌀,2kg
2137,100022138V2_1606,칠분도미/유,가공식품,멥쌀,멥쌀,4kg
2138,100022139V2_1607,칡,가공식품,건강일반,뿌리차,말린 것:200g
2139,100022140V2_1608,카레,가공식품,가루,양념가루,매운맛: 100g
2140,100022141V2_1608,카레,가공식품,가루,양념가루,순한맛:100g
2141,100022142V2_1609,카레짜장용,신선식품,소,유기한우(냉장),유기/250g
2142,100022143V2_1610,카스텔라,신선식품,빵,단과자빵,소:100g
2143,100022144V2_1610,카스텔라,신선식품,빵,단과자빵,소:100g/
2144,100022145V2_1611,카스텔라인절미,신선식품,떡,즉석떡,180g
2145,100022146V2_1612,칼라방울토마토,신선식품,과일채소,방울토마토,500g
2146,100022147V2_1613,캐모마일,가공식품,차,잎꽃차,15g
2147,100022148V2_1614,커스터드큐브빵,신선식품,빵,앙금크림빵,135g/
2148,100022149V2_1615,커피드리퍼,비식품,식기/편백,자기,1~2인용
2149,100022150V2_1615,커피드리퍼,비식품,식기/편백,자기,3~4인용
2150,100022151V2_1616,코다리,신선식품,냉동수산,냉동생선,2마리/550g
2151,100022152V2_1616,코다리,신선식품,냉동수산,냉동생선,토막/400g
2152,100022153V2_1617,코다리조림,가공식품,즉석조리,간편요리,500g
2153,100022154V2_1618,콜라비,신선식품,뿌리채소,콜라비,1kg
2154,100022155V2_1618,콜라비,신선식품,뿌리채소,콜라비,소/600g
2155,100022156V2_1619,콜리플라워,신선식품,잎/줄기채소,콜리플라워,300g
2156,100022157V2_1620,콩고물쌀과자,가공식품,과자,스낵,60g
2157,100022158V2_1621,콩국물,신선식품,두부/유부,콩가공/기타,300g
2158,100022159V2_1622,콩국수/면,가공식품,밀가공,생숙면,600g
2159,100022160V2_1623,콩나물,신선식품,콩나물,콩나물,300g
2160,100022161V2_1624,콩나물콩/국산,가공식품,콩/화본/깨,콩,500g
2161,100022162V2_1625,콩나물콩/유,가공식품,콩/화본/깨,콩,500g
2162,100022163V2_1626,콩비지,신선식품,두부/유부,콩가공/기타,400g
2163,100022164V2_1627,콩자반,신선식품,밑반찬,조림,200g
2164,100022165V2_1628,콩죽,가공식품,식사대용,죽,400g
2165,100022166V2_1629,콩콩크림빵,신선식품,빵,앙금크림빵,90g
2166,100022167V2_1629,콩콩크림빵,신선식품,빵,앙금크림빵,90g/
2167,100022168V2_1630,크루아상,신선식품,빵,페스츄리류,150g/
2168,100022169V2_1631,크림빵,신선식품,빵,앙금크림빵,70g/
2169,100022170V2_1631,크림빵,신선식품,빵,앙금크림빵,75g
2170,100022171V2_1631,크림빵,신선식품,빵,앙금크림빵,75g/
2171,100022172V2_1632,크림사탕,가공식품,과자,엿/양갱/기타,70g
2172,100022173V2_1633,크림스파게티,가공식품,밀가공,간편조리면,620g/2인분
2173,100022174V2_1634,크림스파게티소스,가공식품,밀가공,간편조리면,180g
2174,100022175V2_1635,크림스프,가공식품,식사대용,식사대용/기타,80g
2175,100022176V2_1635,크림스프,가공식품,식사대용,식사대용/기타,80g*5개입
2176,100022177V2_1636,키다리파이,신선식품,빵,"파이,과자,쿠키류",90g
2177,100022178V2_1637,키조개살,신선식품,냉동수산,냉동패류,400g
2178,100022179V2_1637,키조개살,신선식품,냉동수산,냉동패류,관자/100g
2179,100022180V2_1638,키토산비누,비식품,세제/세안,세안비누,1장
2180,100022181V2_1638,키토산비누,비식품,세제/세안,세안비누,4장/1세트
2181,100022182V2_1639,탕종식빵,신선식품,빵,"식빵, 식사대용",200g/
2182,100022183V2_1640,토담접시,비식품,식기/편백,자기,소
2183,100022184V2_1641,토담찻잔세트,비식품,식기/편백,자기,2개
2184,100022185V2_1642,토란줄기말림,가공식품,말린나물/건재,토란줄기말림(70g),70g
2185,100022186V2_1643,토마토식초,가공식품,기름/식초,식초,390ml
2186,100022187V2_1644,토막닭,신선식품,닭/오리,논지엠오닭,우리보리살림닭/1kg
2187,100022188V2_1644,토막닭,신선식품,닭/오리,무항생제닭,1kg
2188,100022189V2_1644,토막닭,신선식품,닭/오리,보리살림닭,1kg/우리보리살림닭
2189,100022190V2_1645,토막아귀,신선식품,냉동수산,냉동생선,900g
2190,100022191V2_1646,토시살-성남용인,신선식품,중량(정육),한우(중량),
2191,100022192V2_1647,토종풋고추,신선식품,열매채소,토종풋고추,150g
2192,100022193V2_1648,토판천일염 선물모음,가공식품,소금,천일염,
2193,100022194V2_1649,톳가루,가공식품,수산가공,수산분말,150g
2194,100022195V2_1650,톳장아찌,신선식품,밑반찬,조림,250g
2195,100022196V2_1651,통곡물닭죽,가공식품,식사대용,죽,300g
2196,100022197V2_1652,통녹두/유,가공식품,콩/화본/깨,콩,500g
2197,100022198V2_1653,통닭,신선식품,닭/오리,논지엠오닭,우리보리살림닭/1마리
2198,100022199V2_1653,통닭,신선식품,닭/오리,무항생제닭,1마리
2199,100022200V2_1654,통밀가루,가공식품,가루,곡식가루,500g
2200,100022201V2_1655,통밀또띠아,가공식품,밀가공,피자/핫도그,40g*10장
2201,100022202V2_1656,통밀식빵,신선식품,빵,"식빵, 식사대용",300g/
2202,100022203V2_1657,통밀퐁,가공식품,과자,스낵,70g
2203,100022204V2_1658,통배삼겹살,신선식품,돼지,보리살림돼지,600g/우리보리살림돼지
2204,100022205V2_1659,통살생선가스,가공식품,수산가공,수산가공반찬,240g
2205,100022206V2_1660,통삼겹살,신선식품,돼지,보리살림(냉장),500g
2206,100022207V2_1661,통삼겹-성남용인,신선식품,중량(정육),돼지(중량),
2207,100022208V2_1662,통연근,신선식품,뿌리채소,연근,400g
2208,100022209V2_1663,통연근/세척,신선식품,뿌리채소,연근,400g
2209,100022210V2_1664,통흑마늘/유기,가공식품,건강일반,추출/농축액,200g
2210,100022211V2_1664,통흑마늘/유기,가공식품,건강일반,추출/농축액,선물용:55g*10봉
2211,100022212V2_1665,튀김가루,가공식품,가루,프리믹스,500g/무농약
2212,100022213V2_1666,튀김옷돈가스,가공식품,육가공,돈가스/분쇄가공,400g
2213,100022214V2_1667,특대3.5호,비식품,식기/편백,옹기,
2214,100022215V2_1668,특대3호,비식품,식기/편백,옹기,
2215,100022216V2_1669,특대4호,비식품,식기/편백,옹기,
2216,100022217V2_1670,특대5호,비식품,식기/편백,옹기,
2217,100022218V2_1671,티라이트 꿀초,비식품,생활용품,환경용품,10개
2218,100022219V2_1672,티스푼세트,비식품,식기/편백,옻칠,색칠/5개
2219,100022220V2_1673,파김치,신선식품,김치,기타채소,500g
2220,100022221V2_1674,파래땅콩쌀엿강정,가공식품,과자,한과/유과,80g
2221,100022222V2_1675,파래전장김,신선식품,밑반찬,김가공,30g
2222,100022223V2_1676,파래참김,신선식품,해조,김,50장
2223,100022224V2_1677,파채,신선식품,양념채소,대파/손질,200g
2224,100022225V2_1678,파프리카,신선식품,열매채소,파프리카,350g
2225,100022226V2_1678,파프리카,신선식품,열매채소,파프리카,소/350g
2226,100022227V2_1678,파프리카,신선식품,열매채소,파프리카,풋/250g
2227,100022228V2_1679,팝콘용옥수수/무,가공식품,콩/화본/깨,콩,300g
2228,100022229V2_1679,팝콘용옥수수/무,가공식품,콩/화본/깨,콩,하나더
2229,100022230V2_1680,팥,가공식품,콩/화본/깨,콩,국산/500g
2230,100022231V2_1681,팥/무,가공식품,콩/화본/깨,콩,150g
2231,100022232V2_1681,팥/무,가공식품,콩/화본/깨,콩,500g
2232,100022233V2_1682,팥빙수팥,가공식품,잼/병조림/기타,병조림/기타,430g
2233,100022234V2_1683,팥시루떡,신선식품,떡,즉석떡,180g
2234,100022235V2_1684,팥양갱,가공식품,과자,엿/양갱/기타,40g
2235,100022236V2_1685,팥죽,가공식품,식사대용,죽,230g
2236,100022237V2_1686,팥찐빵,신선식품,빵,"찐빵,호떡,전통",5개:400g/
2237,100022238V2_1687,팽이버섯,신선식품,버섯,팽이버섯,100g
2238,100022239V2_1687,팽이버섯,신선식품,버섯,팽이버섯,150g
2239,100022240V2_1688,페퍼민트,가공식품,차,잎꽃차,10g
2240,100022241V2_1689,편백나무다용도큐브칩,비식품,식기/편백,편백,
2241,100022242V2_1690,편백나무베개본체커버,비식품,식기/편백,편백,대형/하늘
2242,100022243V2_1690,편백나무베개본체커버,비식품,식기/편백,편백,대형/회색
2243,100022244V2_1690,편백나무베개본체커버,비식품,식기/편백,편백,성인/분홍
2244,100022245V2_1690,편백나무베개본체커버,비식품,식기/편백,편백,성인/하늘
2245,100022246V2_1691,편백나무베개속통커버,비식품,식기/편백,편백,대형
2246,100022247V2_1691,편백나무베개속통커버,비식품,식기/편백,편백,성인
2247,100022248V2_1691,편백나무베개속통커버,비식품,식기/편백,편백,아동
2248,100022249V2_1692,편백나무베개커버,비식품,식기/편백,편백,대형/하늘잔꽃
2249,100022250V2_1692,편백나무베개커버,비식품,식기/편백,편백,성인/분홍잔꽃
2250,100022251V2_1692,편백나무베개커버,비식품,식기/편백,편백,성인/하늘잔꽃
2251,100022252V2_1692,편백나무베개커버,비식품,식기/편백,편백,성인/회색잔꽃
2252,100022253V2_1692,편백나무베개커버,비식품,식기/편백,편백,아동/블루강아지
2253,100022254V2_1692,편백나무베개커버,비식품,식기/편백,편백,아동/핑크강아지
2254,100022255V2_1693,편백나무아동베개,비식품,식기/편백,편백,블루
2255,100022256V2_1693,편백나무아동베개,비식품,식기/편백,편백,블루강아지
2256,100022257V2_1693,편백나무아동베개,비식품,식기/편백,편백,핑크강아지
2257,100022258V2_1694,편백나무큐브목베개,비식품,식기/편백,편백,참숯
2258,100022259V2_1694,편백나무큐브목베개,비식품,식기/편백,편백,황토
2259,100022260V2_1695,편백나무큐브목베개모음,비식품,식기/편백,편백,2개
2260,100022261V2_1696,편백나무큐브베개,비식품,식기/편백,편백,대형/분홍잔꽃
2261,100022262V2_1696,편백나무큐브베개,비식품,식기/편백,편백,대형/하늘잔꽃
2262,100022263V2_1696,편백나무큐브베개,비식품,식기/편백,편백,대형/하늘잔꽃/정지예정품번
2263,100022264V2_1696,편백나무큐브베개,비식품,식기/편백,편백,대형/회색잔꽃
2264,100022265V2_1696,편백나무큐브베개,비식품,식기/편백,편백,성인/분홍잔꽃
2265,100022266V2_1696,편백나무큐브베개,비식품,식기/편백,편백,성인/하늘잔꽃
2266,100022267V2_1696,편백나무큐브베개,비식품,식기/편백,편백,성인/회색잔꽃
2267,100022268V2_1696,편백나무큐브베개,비식품,식기/편백,편백,성인/회색잔꽃/정지예정품번
2268,100022269V2_1697,편백목침,비식품,식기/편백,편백,
2269,100022270V2_1698,편백원목도마,비식품,식기/편백,편백,건식/손잡이형
2270,100022271V2_1698,편백원목도마,비식품,식기/편백,편백,건식/타원형/1p
2271,100022272V2_1699,편백통원목도마,비식품,식기/편백,편백,대/양면무절/둥근사각형
